NODO;VENDOR;VRF;INTERFACE;ESTADO
BZA;JUNIPER;ACCESO;ge-/0/4.008;up
BZA;JUNIPER;ACCESO;ge-/0/7.003;up
BZA;JUNIPER;ACCESO;ge-/0/8.003;down
BZA;JUNIPER;ACCESO;ge-/0/4.004;up
BZA;JUNIPER;ACCESO;ge-/0/4.009;up
BZA;JUNIPER;ACCESO;ge-/0/7.004;up
BZA;JUNIPER;ACCESO;ge-/0/8.004;down
BZA;JUNIPER;personal;ge-3/0/0.3000;down
BZA;JUNIPER;personal;ge-3/0.3000;down
BZA;JUNIPER;personal;ge-3/0/3.3000;up
BZA;JUNIPER;personal;ge-3/0/8.3000;up
BZA;JUNIPER;personal;ge-3//0.3000;up
BZA;JUNIPER;personal;ge-/0/2.3000;up
BZA;JUNIPER;personal;ge-/0/9.3000;up
BZA;JUNIPER;personal;ge-/2/36.3000;down
BZA;JUNIPER;personal;ge-/2/37.3000;up
BZA;JUNIPER;personal;ge-/2/38.3000;up
BZA;JUNIPER;personal;ge-/2/39.3000;up
BZA;JUNIPER;personal-SMME;ge-3/0/0.00;down
BZA;JUNIPER;personal-SMME;ge-3/0.00;down
BZA;JUNIPER;personal-SMME;ge-3/0/3.00;up
BZA;JUNIPER;personal-SMME;ge-3/0/8.00;up
BZA;JUNIPER;personal-SMME;ge-3//0.00;up
BZA;JUNIPER;personal-SMME;ge-/0/2.00;up
BZA;JUNIPER;personal-SMME;ge-/0/9.00;up
BZA;JUNIPER;personal-SMME;ge-/2/36.00;down
BZA;JUNIPER;personal-SMME;ge-/2/37.00;up
BZA;JUNIPER;personal-SMME;ge-/2/38.00;up
BZA;JUNIPER;personal-SMME;ge-/2/39.00;up
BZA;JUNIPER;personal;ge-3/0/0.002;down
BZA;JUNIPER;personal;ge-3/0.002;down
BZA;JUNIPER;personal;ge-3/0/3.002;up
BZA;JUNIPER;personal;ge-3/0/8.002;up
BZA;JUNIPER;personal;ge-3//0.002;up
BZA;JUNIPER;personal;ge-/0/2.002;up
BZA;JUNIPER;personal;ge-/0/9.002;up
BZA;JUNIPER;personal;ge-/2/36.002;down
BZA;JUNIPER;personal;ge-/2/37.002;up
BZA;JUNIPER;personal;ge-/2/38.002;up
BZA;JUNIPER;personal;ge-/2/39.002;up
BZA;JUNIPER;personal-iub-3G;ge-3/0/0.003;down
BZA;JUNIPER;personal-iub-3G;ge-3/0.003;down
BZA;JUNIPER;personal-iub-3G;ge-3/0/3.003;up
BZA;JUNIPER;personal-iub-3G;ge-3/0/8.003;up
BZA;JUNIPER;personal-iub-3G;ge-3//0.003;up
BZA;JUNIPER;personal-iub-3G;ge-/0/2.003;up
BZA;JUNIPER;personal-iub-3G;ge-/0/9.003;up
BZA;JUNIPER;personal-iub-3G;ge-/2/36.003;down
BZA;JUNIPER;personal-iub-3G;ge-/2/37.003;up
BZA;JUNIPER;personal-iub-3G;ge-/2/38.003;up
BZA;JUNIPER;personal-iub-3G;ge-/2/39.003;up
BZA;JUNIPER;personal-abi2G;ge-3/0.004;down
BZA;JUNIPER;personal-abi2G;ge-3/0/3.004;up
BZA;JUNIPER;personal-abi2G;ge-3/0/8.004;up
BZA;JUNIPER;personal-abi2G;ge-3//0.004;up
BZA;JUNIPER;personal-abi2G;ge-/0/2.004;up
BZA;JUNIPER;personal-abi2G;ge-/0/9.004;up
BZA;JUNIPER;personal-abi2G;ge-/2/37.004;up
BZA;JUNIPER;personal-abi2G;ge-/2/38.004;up
BZA;JUNIPER;personal-abi2G;ge-/2/39.004;up
CAB;JUNIPER;ACCESO;ge-0/0/6.3000;up
CAB;JUNIPER;ACCESO;ge-0/0/7.3000;up
CAB;JUNIPER;ACCESO;ge-0//0.3000;up
CAB;JUNIPER;ACCESO;ge-0.3000;up
CAB;JUNIPER;ACCESO;ge-0//4.3000;up
CAB;JUNIPER;ACCESO;ge-0//5.3000;up
CAB;JUNIPER;ACCESO;ge-0/0/6.00;up
CAB;JUNIPER;ACCESO;ge-0/0/7.00;up
CAB;JUNIPER;ACCESO;ge-0//0.00;up
CAB;JUNIPER;ACCESO;ge-0.00;up
CAB;JUNIPER;ACCESO;ge-0//4.00;up
CAB;JUNIPER;ACCESO;ge-0//5.00;up
CAB;JUNIPER;ACCESO;ge-0/0/6.002;up
CAB;JUNIPER;ACCESO;ge-0/0/7.002;up
CAB;JUNIPER;ACCESO;ge-0//0.002;up
CAB;JUNIPER;ACCESO;ge-0.002;up
CAB;JUNIPER;ACCESO;ge-0//4.002;up
CAB;JUNIPER;ACCESO;ge-0//5.002;up
CAB;JUNIPER;ACCESO;ge-0/0/6.003;up
CAB;JUNIPER;ACCESO;ge-0/0/7.003;up
CAB;JUNIPER;ACCESO;ge-0//0.003;up
CAB;JUNIPER;ACCESO;ge-0.003;up
CAB;JUNIPER;ACCESO;ge-0//4.003;up
CAB;JUNIPER;ACCESO;ge-0//5.003;up
CAB;JUNIPER;ACCESO;ge-0/0/6.004;up
CAB;JUNIPER;ACCESO;ge-0/0/7.004;up
CAB;JUNIPER;ACCESO;ge-0//0.004;up
CAB;JUNIPER;ACCESO;ge-0.004;up
CAB;JUNIPER;ACCESO;ge-0//4.004;up
CAB;JUNIPER;ACCESO;ge-0//5.004;up
CAM;JUNIPER;ACCESO;ge-0//5.3000;down
CAM;JUNIPER;ACCESO;ge-0//6.3000;down
CAM;JUNIPER;ACCESO;ge-0//7.3000;down
CAM;JUNIPER;ACCESO;ge-0//5.00;down
CAM;JUNIPER;ACCESO;ge-0//6.00;down
CAM;JUNIPER;ACCESO;ge-0//7.00;down
CAM;JUNIPER;ACCESO;ge-0//5.002;down
CAM;JUNIPER;ACCESO;ge-0//6.002;down
CAM;JUNIPER;ACCESO;ge-0//7.002;down
CAM;JUNIPER;ACCESO;ge-0//5.003;down
CAM;JUNIPER;ACCESO;ge-0//6.003;down
CAM;JUNIPER;ACCESO;ge-0//7.003;down
CAM;JUNIPER;ACCESO;ge-0//5.004;down
CAM;JUNIPER;ACCESO;ge-0//6.004;down
CAM;JUNIPER;ACCESO;ge-0//7.004;down
CAM;JUNIPER;personal;ge-0/0/0.3000;down
CAM;JUNIPER;personal;ge-0/0.3000;down
CAM;JUNIPER;personal-SMME;ge-0/0/0.00;down
CAM;JUNIPER;personal-SMME;ge-0/0.00;down
CAM;JUNIPER;personal;ge-0/0/0.002;down
CAM;JUNIPER;personal;ge-0/0.002;down
CAM;JUNIPER;personal-iub-3G;ge-0/0/0.003;down
CAM;JUNIPER;personal-iub-3G;ge-0/0.003;down
CAM;JUNIPER;personal-abi2G;ge-0/0.004;down
CBC;JUNIPER;ACCESO;ge-/2/36.0;up
CBC;JUNIPER;ACCESO;ge-0//6.0;up
CCA;JUNIPER;personal;ge-/0.3000;up
CCA;JUNIPER;personal;ge-/0/2.3000;up
CCA;JUNIPER;personal-SMME;ge-/0.00;up
CCA;JUNIPER;personal-SMME;ge-/0/2.00;up
CCA;JUNIPER;personal;ge-/0.002;up
CCA;JUNIPER;personal;ge-/0/2.002;up
CCA;JUNIPER;personal-iub-3G;ge-/0.003;up
CCA;JUNIPER;personal-iub-3G;ge-/0/2.003;up
CCA;JUNIPER;personal-abi2G;ge-/0.004;up
CCA;JUNIPER;personal-abi2G;ge-/0/2.004;up
CEN;JUNIPER;ACCESO;ge-0/0/5.3000;down
CEN;JUNIPER;ACCESO;ge-0/0/5.00;down
CEN;JUNIPER;ACCESO;ge-0/0/5.002;down
CEN;JUNIPER;ACCESO;ge-0/0/5.003;down
CEN;JUNIPER;ACCESO;ge-0/0/5.004;down
CEN;JUNIPER;personal;ge-/0.3000;up
CEN;JUNIPER;personal;ge-/0/2.3000;up
CEN;JUNIPER;personal;ge-0/0/0.3000;up
CEN;JUNIPER;personal;ge-0/0.3000;up
CEN;JUNIPER;personal;ge-0/0/2.3000;up
CEN;JUNIPER;personal;ge-0/0/3.3000;up
CEN;JUNIPER;personal;ge-0/0/9.2000;up
CEN;JUNIPER;personal-SMME;ge-/0.00;up
CEN;JUNIPER;personal-SMME;ge-/0/2.00;up
CEN;JUNIPER;personal-SMME;ge-0/0/0.00;up
CEN;JUNIPER;personal-SMME;ge-0/0.00;up
CEN;JUNIPER;personal-SMME;ge-0/0/2.00;up
CEN;JUNIPER;personal-SMME;ge-0/0/3.00;up
CEN;JUNIPER;personal-SMME;ge-0/0/9.200;up
CEN;JUNIPER;personal;ge-/0.002;up
CEN;JUNIPER;personal;ge-/0/2.002;up
CEN;JUNIPER;personal;ge-0/0/0.002;up
CEN;JUNIPER;personal;ge-0/0.002;up
CEN;JUNIPER;personal;ge-0/0/2.002;up
CEN;JUNIPER;personal;ge-0/0/3.002;up
CEN;JUNIPER;personal;ge-0/0/9.2002;up
CEN;JUNIPER;personal-iub-3G;ge-/0.003;up
CEN;JUNIPER;personal-iub-3G;ge-/0/2.003;up
CEN;JUNIPER;personal-iub-3G;ge-0/0/0.003;up
CEN;JUNIPER;personal-iub-3G;ge-0/0.003;up
CEN;JUNIPER;personal-iub-3G;ge-0/0/2.003;up
CEN;JUNIPER;personal-iub-3G;ge-0/0/3.003;up
CEN;JUNIPER;personal-iub-3G;ge-0/0/9.2003;up
CEN;JUNIPER;personal-abi2G;ge-/0.004;up
CEN;JUNIPER;personal-abi2G;ge-0/0/0.004;up
CEN;JUNIPER;personal-abi2G;ge-0/0.004;up
CEN;JUNIPER;personal-abi2G;ge-0/0/2.004;up
CEN;JUNIPER;personal-abi2G;ge-0/0/3.004;up
CHC;JUNIPER;ACCESO;ge-0/0/8.3000;up
CHC;JUNIPER;ACCESO;ge-0/0/9.3000;up
CHC;JUNIPER;ACCESO;ge-0//4.3000;up
CHC;JUNIPER;ACCESO;ge-0//4.005;up
CHC;JUNIPER;ACCESO;ge-0/0/8.00;up
CHC;JUNIPER;ACCESO;ge-0/0/9.00;up
CHC;JUNIPER;ACCESO;ge-0//4.00;up
CHC;JUNIPER;ACCESO;ge-0//4.006;up
CHC;JUNIPER;ACCESO;ge-0/0/8.002;up
CHC;JUNIPER;ACCESO;ge-0/0/9.002;up
CHC;JUNIPER;ACCESO;ge-0//4.002;up
CHC;JUNIPER;ACCESO;ge-0//4.007;up
CHC;JUNIPER;ACCESO;ge-0/0/8.003;up
CHC;JUNIPER;ACCESO;ge-0/0/9.003;up
CHC;JUNIPER;ACCESO;ge-0//4.003;up
CHC;JUNIPER;ACCESO;ge-0//4.008;up
CHC;JUNIPER;ACCESO;ge-0/0/8.004;up
CHC;JUNIPER;ACCESO;ge-0/0/9.004;up
CHC;JUNIPER;ACCESO;ge-0//4.004;up
CHC;JUNIPER;ACCESO;ge-0//4.009;up
CIP;JUNIPER;ACCESO;ge-/0/0.3000;up
CIP;JUNIPER;ACCESO;ge-/0.3000;up
CIP;JUNIPER;ACCESO;ge-/0/2.3000;up
CIP;JUNIPER;ACCESO;ge-/0/2.005;up
CIP;JUNIPER;ACCESO;ge-/0/2.00;up
CIP;JUNIPER;ACCESO;ge-/0/2.05;up
CIP;JUNIPER;ACCESO;ge-/0/2.020;up
CIP;JUNIPER;ACCESO;ge-/0/2.025;up
CIP;JUNIPER;ACCESO;ge-/0/2.030;up
CIP;JUNIPER;ACCESO;ge-/0/2.035;up
CIP;JUNIPER;ACCESO;ge-/0/3.3000;up
CIP;JUNIPER;ACCESO;ge-/0/3.005;up
CIP;JUNIPER;ACCESO;ge-/0/3.00;up
CIP;JUNIPER;ACCESO;ge-/0/3.05;up
CIP;JUNIPER;ACCESO;ge-/0/3.020;up
CIP;JUNIPER;ACCESO;ge-/0/4.3000;up
CIP;JUNIPER;ACCESO;ge-/0/0.00;up
CIP;JUNIPER;ACCESO;ge-/0.00;up
CIP;JUNIPER;ACCESO;ge-/0/2.00;up
CIP;JUNIPER;ACCESO;ge-/0/2.006;up
CIP;JUNIPER;ACCESO;ge-/0/2.0;up
CIP;JUNIPER;ACCESO;ge-/0/2.06;up
CIP;JUNIPER;ACCESO;ge-/0/2.02;up
CIP;JUNIPER;ACCESO;ge-/0/2.026;up
CIP;JUNIPER;ACCESO;ge-/0/2.03;up
CIP;JUNIPER;ACCESO;ge-/0/2.036;up
CIP;JUNIPER;ACCESO;ge-/0/3.00;up
CIP;JUNIPER;ACCESO;ge-/0/3.006;up
CIP;JUNIPER;ACCESO;ge-/0/3.0;up
CIP;JUNIPER;ACCESO;ge-/0/3.06;up
CIP;JUNIPER;ACCESO;ge-/0/3.02;up
CIP;JUNIPER;ACCESO;ge-/0/4.00;up
CIP;JUNIPER;ACCESO;ge-/0/0.002;up
CIP;JUNIPER;ACCESO;ge-/0.002;up
CIP;JUNIPER;ACCESO;ge-/0/2.002;up
CIP;JUNIPER;ACCESO;ge-/0/2.007;up
CIP;JUNIPER;ACCESO;ge-/0/2.02;up
CIP;JUNIPER;ACCESO;ge-/0/2.07;up
CIP;JUNIPER;ACCESO;ge-/0/2.022;up
CIP;JUNIPER;ACCESO;ge-/0/2.027;up
CIP;JUNIPER;ACCESO;ge-/0/2.032;up
CIP;JUNIPER;ACCESO;ge-/0/2.037;up
CIP;JUNIPER;ACCESO;ge-/0/3.002;up
CIP;JUNIPER;ACCESO;ge-/0/3.007;up
CIP;JUNIPER;ACCESO;ge-/0/3.02;up
CIP;JUNIPER;ACCESO;ge-/0/3.07;up
CIP;JUNIPER;ACCESO;ge-/0/3.022;up
CIP;JUNIPER;ACCESO;ge-/0/4.002;up
CIP;JUNIPER;ACCESO;ge-/0/0.003;up
CIP;JUNIPER;ACCESO;ge-/0.003;up
CIP;JUNIPER;ACCESO;ge-/0/2.003;up
CIP;JUNIPER;ACCESO;ge-/0/2.008;up
CIP;JUNIPER;ACCESO;ge-/0/2.03;up
CIP;JUNIPER;ACCESO;ge-/0/2.08;up
CIP;JUNIPER;ACCESO;ge-/0/2.023;up
CIP;JUNIPER;ACCESO;ge-/0/2.028;up
CIP;JUNIPER;ACCESO;ge-/0/2.033;up
CIP;JUNIPER;ACCESO;ge-/0/2.038;up
CIP;JUNIPER;ACCESO;ge-/0/3.003;up
CIP;JUNIPER;ACCESO;ge-/0/3.008;up
CIP;JUNIPER;ACCESO;ge-/0/3.03;up
CIP;JUNIPER;ACCESO;ge-/0/3.08;up
CIP;JUNIPER;ACCESO;ge-/0/3.023;up
CIP;JUNIPER;ACCESO;ge-/0/4.003;up
CIP;JUNIPER;ACCESO;ge-/0/0.004;up
CIP;JUNIPER;ACCESO;ge-/0.004;up
CIP;JUNIPER;ACCESO;ge-/0/2.004;up
CIP;JUNIPER;ACCESO;ge-/0/2.009;up
CIP;JUNIPER;ACCESO;ge-/0/2.04;up
CIP;JUNIPER;ACCESO;ge-/0/2.09;up
CIP;JUNIPER;ACCESO;ge-/0/2.024;up
CIP;JUNIPER;ACCESO;ge-/0/2.029;up
CIP;JUNIPER;ACCESO;ge-/0/2.034;up
CIP;JUNIPER;ACCESO;ge-/0/2.039;up
CIP;JUNIPER;ACCESO;ge-/0/3.004;up
CIP;JUNIPER;ACCESO;ge-/0/3.009;up
CIP;JUNIPER;ACCESO;ge-/0/3.04;up
CIP;JUNIPER;ACCESO;ge-/0/3.09;up
CIP;JUNIPER;ACCESO;ge-/0/3.024;up
CIP;JUNIPER;ACCESO;ge-/0/4.004;up
CON;JUNIPER;ACCESO;ge-/0/4.3000;down
CON;JUNIPER;ACCESO;ge-/0/5.3000;down
CON;JUNIPER;ACCESO;ge-/2/30.3000;up
CON;JUNIPER;ACCESO;ge-/2/32.3000;down
CON;JUNIPER;ACCESO;ge-/2/34.3000;down
CON;JUNIPER;ACCESO;ge-/2/37.3000;up
CON;JUNIPER;ACCESO;ge-0/0/0.3000;down
CON;JUNIPER;ACCESO;ge-0/0/2.3000;down
CON;JUNIPER;ACCESO;ge-0.3000;down
CON;JUNIPER;ACCESO;ge-/0/4.00;down
CON;JUNIPER;ACCESO;ge-/0/5.00;down
CON;JUNIPER;ACCESO;ge-/2/30.00;up
CON;JUNIPER;ACCESO;ge-/2/32.00;down
CON;JUNIPER;ACCESO;ge-/2/34.00;down
CON;JUNIPER;ACCESO;ge-/2/37.00;up
CON;JUNIPER;ACCESO;ge-0/0/0.00;down
CON;JUNIPER;ACCESO;ge-0/0/2.00;down
CON;JUNIPER;ACCESO;ge-0.00;down
CON;JUNIPER;ACCESO;ge-/0/4.002;down
CON;JUNIPER;ACCESO;ge-/0/5.002;down
CON;JUNIPER;ACCESO;ge-/2/30.002;up
CON;JUNIPER;ACCESO;ge-/2/32.002;down
CON;JUNIPER;ACCESO;ge-/2/34.002;down
CON;JUNIPER;ACCESO;ge-/2/37.002;up
CON;JUNIPER;ACCESO;ge-0/0/0.002;down
CON;JUNIPER;ACCESO;ge-0/0/2.002;down
CON;JUNIPER;ACCESO;ge-0.002;down
CON;JUNIPER;ACCESO;ge-/0/4.003;down
CON;JUNIPER;ACCESO;ge-/0/5.003;down
CON;JUNIPER;ACCESO;ge-/2/30.003;up
CON;JUNIPER;ACCESO;ge-/2/32.003;down
CON;JUNIPER;ACCESO;ge-/2/34.003;down
CON;JUNIPER;ACCESO;ge-/2/37.003;up
CON;JUNIPER;ACCESO;ge-0/0/0.003;down
CON;JUNIPER;ACCESO;ge-0/0/2.003;down
CON;JUNIPER;ACCESO;ge-0.003;down
CON;JUNIPER;ACCESO;ge-/0/4.004;down
CON;JUNIPER;ACCESO;ge-/0/5.004;down
CON;JUNIPER;ACCESO;ge-/2/30.004;up
CON;JUNIPER;ACCESO;ge-/2/32.004;down
CON;JUNIPER;ACCESO;ge-/2/34.004;down
CON;JUNIPER;ACCESO;ge-/2/37.004;up
CON;JUNIPER;ACCESO;ge-0/0/0.004;down
CON;JUNIPER;ACCESO;ge-0/0/2.004;down
CON;JUNIPER;ACCESO;ge-0.004;down
CON;JUNIPER;personal;ge-/0.3000;down
CON;JUNIPER;personal;ge-/0/2.3000;up
CON;JUNIPER;personal;ge-/0/3.3000;up
CON;JUNIPER;personal-SMME;ge-/0.00;down
CON;JUNIPER;personal-SMME;ge-/0/2.00;up
CON;JUNIPER;personal-SMME;ge-/0/3.00;up
CON;JUNIPER;personal;ge-/0.002;down
CON;JUNIPER;personal;ge-/0/2.002;up
CON;JUNIPER;personal;ge-/0/3.002;up
CON;JUNIPER;personal-iub-3G;ge-/0.003;down
CON;JUNIPER;personal-iub-3G;ge-/0/2.003;up
CON;JUNIPER;personal-iub-3G;ge-/0/3.003;up
CON;JUNIPER;personal-abi2G;ge-/0.004;down
CON;JUNIPER;personal-abi2G;ge-/0/2.004;up
CON;JUNIPER;personal-abi2G;ge-/0/3.004;up
CTB;JUNIPER;ACCESO;ge-/0/3.3000;up
CTB;JUNIPER;ACCESO;ge-/0/4.3000;up
CTB;JUNIPER;ACCESO;ge-/0/5.3000;up
CTB;JUNIPER;ACCESO;ge-/0/6.3000;up
CTB;JUNIPER;ACCESO;ge-0/0/0.3000;down
CTB;JUNIPER;ACCESO;ge-0//0.3000;up
CTB;JUNIPER;ACCESO;ge-0.3000;up
CTB;JUNIPER;ACCESO;ge-0//2.3000;up
CTB;JUNIPER;ACCESO;ge-/0/3.00;up
CTB;JUNIPER;ACCESO;ge-/0/4.00;up
CTB;JUNIPER;ACCESO;ge-/0/5.00;up
CTB;JUNIPER;ACCESO;ge-/0/6.00;up
CTB;JUNIPER;ACCESO;ge-0/0/0.00;down
CTB;JUNIPER;ACCESO;ge-0//0.00;up
CTB;JUNIPER;ACCESO;ge-0.00;up
CTB;JUNIPER;ACCESO;ge-0//2.00;up
CTB;JUNIPER;ACCESO;ge-/0/3.002;up
CTB;JUNIPER;ACCESO;ge-/0/4.002;up
CTB;JUNIPER;ACCESO;ge-/0/5.002;up
CTB;JUNIPER;ACCESO;ge-/0/6.002;up
CTB;JUNIPER;ACCESO;ge-0/0/0.002;down
CTB;JUNIPER;ACCESO;ge-0//0.002;up
CTB;JUNIPER;ACCESO;ge-0.002;up
CTB;JUNIPER;ACCESO;ge-0//2.002;up
CTB;JUNIPER;ACCESO;ge-/0/3.003;up
CTB;JUNIPER;ACCESO;ge-/0/4.003;up
CTB;JUNIPER;ACCESO;ge-/0/5.003;up
CTB;JUNIPER;ACCESO;ge-/0/6.003;up
CTB;JUNIPER;ACCESO;ge-0/0/0.003;down
CTB;JUNIPER;ACCESO;ge-0//0.003;up
CTB;JUNIPER;ACCESO;ge-0.003;up
CTB;JUNIPER;ACCESO;ge-0//2.003;up
CTB;JUNIPER;ACCESO;ge-/0/3.004;up
CTB;JUNIPER;ACCESO;ge-/0/4.004;up
CTB;JUNIPER;ACCESO;ge-/0/5.004;up
CTB;JUNIPER;ACCESO;ge-/0/6.004;up
CTB;JUNIPER;ACCESO;ge-0//0.004;up
CTB;JUNIPER;ACCESO;ge-0.004;up
CTB;JUNIPER;ACCESO;ge-0//2.004;up
CTB;JUNIPER;personal;ge-/0.3000;up
CTB;JUNIPER;personal;ge-/0/2.3000;up
CTB;JUNIPER;personal;ge-0//9.3000;down
CTB;JUNIPER;personal-SMME;ge-/0.00;up
CTB;JUNIPER;personal-SMME;ge-/0/2.00;up
CTB;JUNIPER;personal-SMME;ge-0//9.00;down
CTB;JUNIPER;personal;ge-/0.002;up
CTB;JUNIPER;personal;ge-/0/2.002;up
CTB;JUNIPER;personal;ge-0//9.002;down
CTB;JUNIPER;personal-iub-3G;ge-/0.003;up
CTB;JUNIPER;personal-iub-3G;ge-/0/2.003;up
CTB;JUNIPER;personal-iub-3G;ge-0//9.003;down
CTB;JUNIPER;personal-abi2G;ge-/0.004;up
CTB;JUNIPER;personal-abi2G;ge-/0/2.004;up
DEV;JUNIPER;ACCESO;ge-/0/8.409;up
DEV;JUNIPER;ACCESO;ge-/0/9.3000;up
DEV;JUNIPER;ACCESO;ge-/2/30.3000;down
DEV;JUNIPER;ACCESO;ge-.3000;down
DEV;JUNIPER;ACCESO;ge-/2/32.3000;up
DEV;JUNIPER;ACCESO;ge-/2/33.3000;up
DEV;JUNIPER;ACCESO;ge-/2/34.3000;up
DEV;JUNIPER;ACCESO;ge-/2/36.3000;up
DEV;JUNIPER;ACCESO;ge-/2/37.3000;up
DEV;JUNIPER;ACCESO;ge-0/0/0.3000;up
DEV;JUNIPER;ACCESO;ge-0/0.3000;up
DEV;JUNIPER;ACCESO;ge-0/0/2.3000;up
DEV;JUNIPER;ACCESO;ge-0/0/3.3000;up
DEV;JUNIPER;ACCESO;ge-0/0/4.3000;up
DEV;JUNIPER;ACCESO;ge-0/0/8.3000;up
DEV;JUNIPER;ACCESO;ge-/0/8.40;up
DEV;JUNIPER;ACCESO;ge-/0/9.00;up
DEV;JUNIPER;ACCESO;ge-/2/30.00;down
DEV;JUNIPER;ACCESO;ge-.00;down
DEV;JUNIPER;ACCESO;ge-/2/32.00;up
DEV;JUNIPER;ACCESO;ge-/2/33.00;up
DEV;JUNIPER;ACCESO;ge-/2/34.00;up
DEV;JUNIPER;ACCESO;ge-/2/36.00;up
DEV;JUNIPER;ACCESO;ge-/2/37.00;up
DEV;JUNIPER;ACCESO;ge-0/0/0.00;up
DEV;JUNIPER;ACCESO;ge-0/0.00;up
DEV;JUNIPER;ACCESO;ge-0/0/2.00;up
DEV;JUNIPER;ACCESO;ge-0/0/3.00;up
DEV;JUNIPER;ACCESO;ge-0/0/4.00;up
DEV;JUNIPER;ACCESO;ge-0/0/8.00;up
DEV;JUNIPER;ACCESO;ge-/0/8.4;up
DEV;JUNIPER;ACCESO;ge-/0/9.002;up
DEV;JUNIPER;ACCESO;ge-/2/30.002;down
DEV;JUNIPER;ACCESO;ge-.002;down
DEV;JUNIPER;ACCESO;ge-/2/32.002;up
DEV;JUNIPER;ACCESO;ge-/2/33.002;up
DEV;JUNIPER;ACCESO;ge-/2/34.002;up
DEV;JUNIPER;ACCESO;ge-/2/36.002;up
DEV;JUNIPER;ACCESO;ge-/2/37.002;up
DEV;JUNIPER;ACCESO;ge-0/0/0.002;up
DEV;JUNIPER;ACCESO;ge-0/0.002;up
DEV;JUNIPER;ACCESO;ge-0/0/2.002;up
DEV;JUNIPER;ACCESO;ge-0/0/3.002;up
DEV;JUNIPER;ACCESO;ge-0/0/4.002;up
DEV;JUNIPER;ACCESO;ge-0/0/8.002;up
DEV;JUNIPER;ACCESO;ge-/0/8.42;up
DEV;JUNIPER;ACCESO;ge-/0/9.003;up
DEV;JUNIPER;ACCESO;ge-/2/30.003;down
DEV;JUNIPER;ACCESO;ge-.003;down
DEV;JUNIPER;ACCESO;ge-/2/32.003;up
DEV;JUNIPER;ACCESO;ge-/2/33.003;up
DEV;JUNIPER;ACCESO;ge-/2/34.003;up
DEV;JUNIPER;ACCESO;ge-/2/36.003;up
DEV;JUNIPER;ACCESO;ge-/2/37.003;up
DEV;JUNIPER;ACCESO;ge-0/0/0.003;up
DEV;JUNIPER;ACCESO;ge-0/0.003;up
DEV;JUNIPER;ACCESO;ge-0/0/2.003;up
DEV;JUNIPER;ACCESO;ge-0/0/3.003;up
DEV;JUNIPER;ACCESO;ge-0/0/4.003;up
DEV;JUNIPER;ACCESO;ge-0/0/8.003;up
DEV;JUNIPER;ACCESO;ge-/0/8.43;up
DEV;JUNIPER;ACCESO;ge-/0/9.004;up
DEV;JUNIPER;ACCESO;ge-/2/30.004;down
DEV;JUNIPER;ACCESO;ge-.004;down
DEV;JUNIPER;ACCESO;ge-/2/32.004;up
DEV;JUNIPER;ACCESO;ge-/2/33.004;up
DEV;JUNIPER;ACCESO;ge-/2/34.004;up
DEV;JUNIPER;ACCESO;ge-/2/36.004;up
DEV;JUNIPER;ACCESO;ge-0/0/0.004;up
DEV;JUNIPER;ACCESO;ge-0/0.004;up
DEV;JUNIPER;ACCESO;ge-0/0/2.004;up
DEV;JUNIPER;ACCESO;ge-0/0/3.004;up
DEV;JUNIPER;ACCESO;ge-0/0/4.004;up
DEV;JUNIPER;ACCESO;ge-0/0/8.004;up
DEV;JUNIPER;personal;ge-/0/0.327;up
DEV;JUNIPER;personal;ge-/0.444;up
DEV;JUNIPER;personal;ge-/0/2.37;up
DEV;JUNIPER;personal;ge-/0/3.404;up
DEV;JUNIPER;personal-SMME;ge-/0/0.328;up
DEV;JUNIPER;personal-SMME;ge-/0.445;up
DEV;JUNIPER;personal-SMME;ge-/0/2.38;up
DEV;JUNIPER;personal-SMME;ge-/0/3.405;up
DEV;JUNIPER;personal;ge-/0/0.329;up
DEV;JUNIPER;personal;ge-/0.446;up
DEV;JUNIPER;personal;ge-/0/2.39;up
DEV;JUNIPER;personal;ge-/0/3.406;up
DEV;JUNIPER;personal-iub-3G;ge-/0/0.330;up
DEV;JUNIPER;personal-iub-3G;ge-/0.447;up
DEV;JUNIPER;personal-iub-3G;ge-/0/2.320;up
DEV;JUNIPER;personal-iub-3G;ge-/0/3.407;up
DEV;JUNIPER;personal-abi2G;ge-/0/0.33;up
DEV;JUNIPER;personal-abi2G;ge-/0.448;up
DEV;JUNIPER;personal-abi2G;ge-/0/2.32;up
DEV;JUNIPER;personal-abi2G;ge-/0/3.408;up
DOR;JUNIPER;ACCESO;ge-/2/35.3000;up
DOR;JUNIPER;ACCESO;ge-/2/35.005;up
DOR;JUNIPER;ACCESO;ge-/2/35.00;up
DOR;JUNIPER;ACCESO;ge-/2/36.3000;up
DOR;JUNIPER;ACCESO;ge-/2/36.005;up
DOR;JUNIPER;ACCESO;ge-/2/36.030;up
DOR;JUNIPER;ACCESO;ge-/2/35.00;up
DOR;JUNIPER;ACCESO;ge-/2/35.006;up
DOR;JUNIPER;ACCESO;ge-/2/35.0;up
DOR;JUNIPER;ACCESO;ge-/2/36.00;up
DOR;JUNIPER;ACCESO;ge-/2/36.006;up
DOR;JUNIPER;ACCESO;ge-/2/36.03;up
DOR;JUNIPER;ACCESO;ge-/2/35.002;up
DOR;JUNIPER;ACCESO;ge-/2/35.007;up
